Bar0, 11.864406779660952
Bar1, 13.559322033898388
Bar2, 98.30508474576276
Bar3, 150.8474576271186
Bar4, 218.64406779661016
Bar5, 249.1525423728814
Bar6, 252.54237288135585
Bar7, 298.30508474576266
Bar8, 322.0338983050847
Bar9, 445.76271186440675
Bar10, 633.8983050847457
Bar11, 994.9152542372881
Bar0, 11.804384485665972
Bar1, 50.59021922428337
Bar2, 84.31703204047211
Bar3, 202.3608768971332
Bar4, 325.4637436762226
Bar5, 333.8954468802698
Bar6, 625.6323777403035
Bar7, 875.2107925801012
Bar8, 1033.7268128161888
